ID,TARGET
2,0.0502631447968
5,0.0563621867574
6,0.00193562077953
7,0.00773930395476
9,0.00162637448347
11,0.246384544115
12,0.0277864613774
15,0.159818157696
16,0.0290506964915
17,0.0183255385122
19,0.0225203951871
21,0.002984096807
22,0.0209355745919
24,0.0087011926493
27,0.00999520476195
28,0.0229397314978
30,0.124389382514
33,0.00233684191055
35,0.0121075035022
37,0.0214957143019
38,0.0199976493224
40,0.179630644006
41,0.038251822617
44,0.00669561883113
46,0.0787801647652
47,0.010401372283
48,0.00233086411172
50,0.00532289942153
52,0.175973416657
53,0.00592885996851
55,0.0154524756073
57,0.00173617538693
58,0.00856329050062
59,0.00831444728367
62,0.0280257335867
63,0.00918648738358
64,0.0286312377716
65,0.013662214439
67,0.0191101191101
69,0.0521869084346
70,0.00199440078695
71,0.0199092683786
72,0.00467387129637
73,0.00247818320546
76,0.00324511769534
78,0.0030835942527
79,0.0304965181032
81,0.00207203570345
85,0.0108920211206
86,0.00260746077217
89,0.0368793789662
94,0.111838961105
96,0.00274742141887
97,0.0137656066649
98,0.00193296358167
99,0.0148422722769
100,0.219465536359
103,0.0930458048917
104,0.00838493598031
108,0.00803212922399
110,0.00286999362384
112,0.0241013719013
114,0.0164907988588
116,0.0218832938302
117,0.00854960559853
119,0.0054334014852
120,0.00368785221093
121,0.00144281433786
123,0.0257238439223
124,0.035672741982
126,0.00145036459639
128,0.0130268279071
129,0.0999702894817
133,0.0330555713164
138,0.0206493542012
147,0.0265552223136
149,0.0188714907828
158,0.00206203934702
160,0.00630776448574
164,0.0347288018831
167,0.0633894991672
168,0.0267873652834
174,0.00810687263518
181,0.023077635578
185,0.0360288101109
187,0.0061352492011
189,0.0110787947928
190,0.0607962199238
194,0.00721470836191
197,0.109621622333
198,0.0154742373345
201,0.0377138365989
205,0.00931443766478
208,0.103761394762
211,0.0118434806997
216,0.035649990969
219,0.0682760969845
223,0.00532888646911
224,0.111515380528
226,0.0108636902751
229,0.0127285524665
230,0.0185424885104
237,0.0158376689609
238,0.0224449584842
240,0.0933300448958
243,0.00242743488077
245,0.128928814356
246,0.242211975727
247,0.00589980952161
248,0.0075611313532
249,0.00234804238889
250,0.263296348393
251,0.00146021797557
255,0.105138954092
256,0.0271898702033
257,0.0818410102678
260,0.176192320428
261,0.0027972656458
263,0.235393097003
264,0.192952117976
267,0.007464151235
268,0.0152313016112
272,0.00706718904785
274,0.0100636426086
275,0.00403905939829
277,0.267590058644
278,0.270523848751
280,0.00418289118044
281,0.0243637222594
282,0.100904978515
283,0.0111631344721
284,0.115082984774
286,0.0174533229938
290,0.019456054501
291,0.0266733776954
293,0.0360555085531
295,0.0988772012629
297,0.00151245007386
298,0.082638042312
300,0.00217405002737
304,0.00274914855442
305,0.00388419516787
308,0.00296631287285
309,0.00594811939235
310,0.00515334296686
312,0.0242616781087
313,0.122053105706
315,0.017143164441
317,0.0224427131139
318,0.0253466070477
321,0.0120543685597
323,0.0734233031986
325,0.00733129861695
326,0.00860739915906
327,0.0189359276854
328,0.0566128901203
329,0.0228047634602
330,0.00321852062182
331,0.00953229645224
334,0.0270016541198
335,0.00845933836346
336,0.0544454844938
337,0.00359683868458
338,0.0245197026521
339,0.0120041822004
341,0.244219875526
343,0.005174879003
346,0.00213648049185
348,0.00242970939242
350,0.211381522912
351,0.00150490989325
352,0.0247022667175
357,0.0524625320464
358,0.0128891835415
360,0.00478342600398
361,0.00793178993488
364,0.0192903175625
365,0.0350930053862
366,0.0183507348129
367,0.00707148418427
368,0.00730214024015
370,0.0024140079862
372,0.00209774016468
376,0.00109207570639
377,0.00518560992793
379,0.0132721452547
380,0.00750392744421
381,0.0752717363096
385,0.0125467758766
386,0.0385016613627
389,0.0508313016115
391,0.0542784347817
392,0.00362813946773
393,0.0101857915131
395,0.0217219729426
396,0.00843297001873
397,0.00134733773406
398,0.0215658125758
399,0.0479644220055
400,0.00819539730107
401,0.00799478551598
403,0.00531080682448
405,0.0294362853685
406,0.0198817301277
409,0.006424220069
411,0.0126888518545
413,0.00326265013105
418,0.00292174118004
419,0.00869367370516
422,0.0247022667175
424,0.226803702547
425,0.0237032872259
427,0.00274742141887
430,0.00126880065664
431,0.0111680583518
434,0.0228484386898
435,0.0235359236934
437,0.0648448318385
438,0.00375411153301
439,0.120449703141
442,0.0130734316293
446,0.0121635469472
450,0.0361120990049
451,0.00990769158898
452,0.00826267771615
454,0.00120791273959
455,0.00259126755109
463,0.0109616831201
464,0.00995209026619
465,0.00295700166237
467,0.140610928825
468,0.0382687987733
470,0.0118726620958
472,0.215381901074
473,0.010219653137
475,0.00439663998422
476,0.00368478253993
479,0.0118722413382
481,0.002314576518
483,0.0316670076345
484,0.0104664405398
486,0.0303871329602
487,0.00184505358103
491,0.0191152515719
494,0.00765835057774
495,0.00204749045059
497,0.0132615472999
498,0.00615179342466
499,0.00910353492526
503,0.0277832288535
504,0.0243095119013
505,0.00906543793806
506,0.00644317171159
507,0.0138559614707
508,0.0839587291409
509,0.0257463523367
510,0.00776926613656
511,0.00727583799707
512,0.0248270083743
516,0.00305117773217
518,0.0401292890446
519,0.00628137886664
520,0.00566442288916
521,0.00260954753258
522,0.00335206669653
524,0.103037169431
525,0.00452773988995
526,0.00216434736438
528,0.0113906639587
529,0.0206312878481
531,0.101876170528
532,0.194374863242
534,0.124440437853
536,0.0411285399193
539,0.0868744356426
540,0.0186693525558
541,0.00205883665682
542,0.0998465685533
545,0.00937009599861
546,0.00246351592472
552,0.0144961436514
556,0.00143221593002
557,0.00259847484254
559,0.0125373443209
562,0.0224002045669
563,0.00999077419234
565,0.0331479296661
569,0.00199892905518
570,0.0811692504087
574,0.0178158339332
575,0.00660006322461
585,0.00895898970803
589,0.00839210292871
590,0.0157110676448
592,0.0117558463073
593,0.0262756145354
594,0.00928950932317
595,0.0102840749319
597,0.00366135232483
601,0.00204659900395
603,0.0143414971227
604,0.00111615868227
605,0.0251787457343
607,0.00260746077217
608,0.0156117374728
610,0.0170771778811
612,0.0497186232774
613,0.0572551893251
615,0.00192836793382
616,0.262212384051
617,0.0275083109104
619,0.0105105032613
620,0.11112438916
621,0.003460043397
624,0.0251230387565
625,0.00740865744082
