ID,TARGET
2,0.048955179750899996
5,0.05740822106599999
6,0.00166980165523
7,0.00838232785463
9,0.00195090472698
11,0.24011473357700003
12,0.0386874265969
15,0.17211869359
16,0.0277238115668
17,0.017560094595000002
19,0.0292271953076
21,0.0032321112230400003
22,0.0208493229002
24,0.0110822943971
27,0.00802377704531
28,0.0271287113428
30,0.12334786355499999
33,0.00249303970486
35,0.014601673930899998
37,0.0196462087333
38,0.0218895617872
40,0.18917003274
41,0.0259217489511
44,0.00622176099569
46,0.0826283916831
47,0.00921794492751
48,0.00255279382691
50,0.005308595951649999
52,0.179543241858
53,0.00670120865107
55,0.0161383748055
57,0.0015553575940399997
58,0.00787717662752
59,0.009075319394469998
62,0.0288418009877
63,0.011454431340100001
64,0.025843838229799996
65,0.012205482460600001
67,0.0179966017604
69,0.0534530095756
70,0.00240610027686
71,0.024348359555
72,0.00424087047577
73,0.00185872672591
76,0.0037672547623500002
78,0.0026899790391300003
79,0.0300533492118
81,0.0019030048279100001
85,0.0116339959204
86,0.00305524352007
89,0.036491770297300004
94,0.124371722341
96,0.00314938160591
97,0.0136568741873
98,0.0021509912330700005
99,0.0159827284515
100,0.27248197794
103,0.08948875218630001
104,0.00569272600114
108,0.0086267394945
110,0.0021957482676999997
112,0.023243419826000002
114,0.0161925517023
116,0.02138851583
117,0.00855201296508
119,0.0045293583534700005
120,0.0044926116243
121,0.0
123,0.0288818776608
124,0.0335534065962
126,0.00150457327254
128,0.0146236391738
129,0.0784317925572
133,0.0321549922228
138,0.0232786238194
147,0.026558088138700003
149,0.0159966684878
158,0.00226569501683
160,0.00786393601447
164,0.0307102594525
167,0.055928539484699995
168,0.024456594139299997
174,0.00957273133099
181,0.0170117784292
185,0.0342754498124
187,0.0026755484286700004
189,0.010265239514399999
190,0.053610187023900004
194,0.00866015348583
197,0.086227864027
198,0.015711929649100002
201,0.0375333502889
205,0.010396896861499999
208,0.138198658824
211,0.0129219377413
216,0.038233939558300005
